part_number,manufacturer,family,description,component_type,target_file,verified_url
744101,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744101.pdf
744102,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744102.pdf
744103,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744103.pdf
744104,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744104.pdf
744105,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744105.pdf
744106,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744106.pdf
744107,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744107.pdf
744111,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744111.pdf
7441110,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7441110.pdf
744112,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744112.pdf
744113,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744113.pdf
744114,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744114.pdf
744115,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744115.pdf
744116,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744116.pdf
744117,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744117.pdf
744118,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744118.pdf
744119,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744119.pdf
744131,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744131.pdf
744132,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744132.pdf
744133,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744133.pdf
744134,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744134.pdf
744135,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744135.pdf
744136,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744136.pdf
744137,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744137.pdf
744138,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744138.pdf
744139,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744139.pdf
744150,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744150.pdf
7441501,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7441501.pdf
744151,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744151.pdf
744152,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744152.pdf
744153,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744153.pdf
744154,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744154.pdf
744155,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744155.pdf
744156,Wurth Elektronik,WE-SI,WE-SI Leaded Toroidal Storage Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744156.pdf
7447010,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447010.pdf
7447011,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447011.pdf
7447012,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447012.pdf
7447013,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447013.pdf
7447014,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447014.pdf
7447015,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447015.pdf
7447016,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447016.pdf
7447020,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447020.pdf
7447021,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447021.pdf
7447022,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447022.pdf
7447023,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447023.pdf
7447024,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447024.pdf
7447025,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447025.pdf
7447026,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447026.pdf
7447027,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447027.pdf
74470291,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74470291.pdf
74470292,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74470292.pdf
7447030,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447030.pdf
7447031,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447031.pdf
7447032,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447032.pdf
7447033,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447033.pdf
7447034,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447034.pdf
7447035,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447035.pdf
7447036,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447036.pdf
7447040,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447040.pdf
7447041,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447041.pdf
7447042,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447042.pdf
7447043,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447043.pdf
7447045,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447045.pdf
7447050,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447050.pdf
7447051,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447051.pdf
7447052,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447052.pdf
7447053,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447053.pdf
7447054,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447054.pdf
7447060,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447060.pdf
7447070,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447070.pdf
7447071,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447071.pdf
7447075,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447075.pdf
7447076,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447076.pdf
74479014,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479014.pdf
7447902,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447902.pdf
74479023,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479023.pdf
7447903,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447903.pdf
74479032,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479032.pdf
7447905,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447905.pdf
74479052,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479052.pdf
74479053,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479053.pdf
7447906,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447906.pdf
74479068,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479068.pdf
7447908,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447908.pdf
74479081,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479081.pdf
74479114,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479114.pdf
7447912,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447912.pdf
74479132,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479132.pdf
7447915,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447915.pdf
74479152,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479152.pdf
74479153,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479153.pdf
74479157,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479157.pdf
7447916,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447916.pdf
74479168,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479168.pdf
74479184,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479184.pdf
74479614,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479614.pdf
7447962,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447962.pdf
74479623,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479623.pdf
74479632,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479632.pdf
7447965,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447965.pdf
74479652,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479652.pdf
74479653,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479653.pdf
7447966,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447966.pdf
74479668,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479668.pdf
7447967,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447967.pdf
7447968,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447968.pdf
7447037,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447037.pdf
7447065,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447065.pdf
7445301,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445301.pdf
7445302,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445302.pdf
7445303,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445303.pdf
7445304,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445304.pdf
74453010,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453010.pdf
74453115,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453115.pdf
74453122,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453122.pdf
74453133,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453133.pdf
74453147,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74453147.pdf
7445402,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445402.pdf
7445404,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445404.pdf
74454010,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454010.pdf
74454115,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454115.pdf
74454122,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454122.pdf
74454133,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454133.pdf
74454147,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454147.pdf
74454168,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454168.pdf
7445420,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445420.pdf
74454215,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454215.pdf
744764002,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764002.pdf
744764004,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764004.pdf
74476401,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476401.pdf
744764015,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764015.pdf
74476403,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476403.pdf
74476404,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476404.pdf
74476406,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476406.pdf
74476410,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476410.pdf
744764122,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764122.pdf
744764133,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764133.pdf
744764147,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764147.pdf
744764168,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764168.pdf
74476420,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476420.pdf
74476601,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476601.pdf
744766015,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766015.pdf
74476602,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476602.pdf
74476603,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476603.pdf
74476604,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476604.pdf
74476606,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476606.pdf
74476610,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476610.pdf
744766115,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766115.pdf
744766122,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766122.pdf
744766133,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766133.pdf
744766147,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766147.pdf
744766156,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766156.pdf
744766168,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766168.pdf
74476620,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476620.pdf
744766215,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766215.pdf
744766220,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766220.pdf
744766233,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766233.pdf
74476624,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476624.pdf
74476626,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476626.pdf
744764112,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764112.pdf
744764039,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764039.pdf
744766039,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766039.pdf
744764006,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764006.pdf
744764003,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764003.pdf
74479145,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479145.pdf
74454233,Wurth Elektronik,WE-PD,WE-PD3 SMT Shielded Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74454233.pdf
74476625,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74476625.pdf
744764156,Wurth Elektronik,WE-GF,WE-GF SMT Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744764156.pdf
7445601,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7445601.pdf
74456025,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456025.pdf
74456033,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456033.pdf
